storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page
いわさき歯科クリニック,筑西市女方944番5,na,na,2023年6月08日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003187,個人,岩﨑 宏行,岩﨑 宏行,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '口唇、舌若しくは口腔粘膜の炎症、外傷又は腫瘍の治療']",na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2|2|-,na,na,5|5|-,50,na,na,66
わたなべ歯科診療所,下妻市半谷491－84,na,na,2023年4月18日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003188,個人,渡邉 郁夫,渡邉 郁夫,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療', '口唇、舌若しくは口腔粘膜の炎症、外傷又は腫瘍の治療']",na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）']",na,"['往診（終日往診可能以外）', '歯科訪問診療', '訪問歯科衛生指導']",na,1|1|-,na,na,4|2|2,na,na,na,66
さくらデンタルクリニック,日立市大久保町1-1-20,na,na,2023年3月14日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003189,個人,櫻井 禅士,櫻井 禅士,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施', '医療に関する相談窓口設置']",na,na,na,2.5|2|0.5,na,na,1.5|1|0.5,20,na,na,66
医療法人 おやこ屋根の歯科クリニック,牛久市ひたち野西2－28－4,na,na,2023年4月12日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003190,医療法人,医療法人 おやこ屋根の歯科クリニック,中田 真吾,['歯科領域の一次診療'],na,na,na,"['院内処方', '院外処方', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,4|2|2,35,na,na,66
とりで三丁目歯科,取手市取手3－1－1,na,na,2023年3月22日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003191,個人,櫻井 英人,櫻井 英人,['歯科領域の一次診療'],['埋伏歯抜歯'],na,na,"['院内処方', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,2|1|1,30,na,na,66
あき歯科クリニック,守谷市鈴塚３０２－１,na,na,2023年3月31日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003192,個人,橋本 亜樹,橋本 亜樹,['歯科領域の一次診療'],"['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2|2|-,na,na,2|2|-,40,na,na,66
白羽歯科医院,龍ケ崎市白羽１－７－３１,na,na,2023年3月24日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003193,個人,拝野 俊之,拝野 俊之,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,67
ばば歯科クリニック,水戸市根本二丁目５７３番地１,na,na,2020年1月15日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003194,個人,馬場耕平,馬場耕平,['歯科領域の一次診療'],"['埋伏歯抜歯', '顎関節症治療', '口唇、舌若しくは口腔粘膜の炎症、外傷又は腫瘍の治療']",na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,4|3|1,20,na,na,67
医療法人社団大清会 ときわ町デンタルクリニック,水戸市常磐町２丁目６番２０号,na,na,2023年6月02日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003195,医療法人,理事長 橋本龍二,松隈 博通,na,na,na,na,['院内処方'],na,"['歯科訪問診療', '訪問歯科衛生指導']","['診療所との連携', '居宅介護支援事業所との連携']",1.3|1|0.3,na,na,1.4|1|0.4,na,na,na,67
医療法人夏峰会あさい歯科医院,潮来市日の出１－１６－８,na,na,2023年3月16日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003198,個人,朝井 清人,朝井 清人,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,2.1|1|1.1,39,na,na,67
あかつか歯科クリニック,ひたちなか市馬渡2838－1,na,na,2020年1月06日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003199,,赤塚亮,赤塚亮,"['歯科領域の一次診療', '成人の歯科矯正治療']",['顎関節症治療'],na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2|2|0,na,na,5|4|2,na,na,na,67
すこやか歯科医院,ひたちなか市中根４８１６－１２,na,na,2023年4月05日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003200,個人,鹿志村 圭,鹿志村 圭,['歯科領域の一次診療'],"['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2|1|1,na,na,2|1|1,na,na,na,67
ひたちなかファミリアデンタルクリニック,ひたちなか市大成町31-5,na,na,2023年3月23日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003202,医療法人,手島研作,小野康寛,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,na,"['病院との連携', '薬局との連携']",3|2|1,na,na,2|2|0,30,na,na,67
秋山診療所,龍ケ崎市宮渕町101,na,na,2019年12月09日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003204,医療法人,医療法人社団 明生会,秋山 修一,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,67
つくば研究学園矯正歯科クリニック,つくば市学園の森２－１６－２,na,na,2019年12月31日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003205,個人,秋山 美文,秋山 美文,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,67
石岡矯正歯科・小児歯科,石岡市石岡２－６－２８,na,na,2023年3月23日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003206,個人,仮谷太良,仮谷太良,"['歯科領域の一次診療', '成人の歯科矯正治療']",na,na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,na,"['病院との連携', '診療所との連携']",3|2|1,na,na,2|2|-,30,na,na,67
塚本デンタルクリニック,稲敷郡阿見町本郷２－３－３,na,na,2023年3月24日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003207,個人,塚本 佳世,塚本 佳世,['歯科領域の一次診療'],na,na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,0.1|-|0.1,28,na,na,67
かず歯科診療所,水戸市元吉田町913-1,na,na,2023年3月20日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003208,個人,橋本 和典,橋本 和典,"['歯科領域の一次診療', '著しく歯科診療が困難な者（障害者等）の歯科治療']",na,na,na,"['院内処方', '院外処方', '施設内における全面禁煙の実施']",na,"['歯科訪問診療', '訪問歯科衛生指導', '歯科疾患在宅療養管理']","['病院との連携', '診療所との連携', '訪問看護ステーションとの連携', '居宅介護支援事業所との連携']",1|1|-,na,na,5|3|2,45,na,na,67
竹内歯科矯正歯科,神栖市波崎7499,na,na,2023年3月22日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003209,個人,竹内 陽平,竹内 陽平,"['歯科領域の一次診療', '成人の歯科矯正治療']",['埋伏歯抜歯'],na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2.1|2|0.1,na,na,1.2|1|0.2,14,na,na,67
小貫歯科クリニック,神栖市大野原２丁目３０番２３号,na,na,2023年3月22日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003210,個人,小貫 明秀,小貫 明秀,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療', '口唇、舌若しくは口腔粘膜の炎症、外傷又は腫瘍の治療']",na,na,"['院内処方', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,4|3|1,20,na,na,67
加藤歯科医院,古河市上辺見2224,na,na,2023年5月23日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003213,個人,豊間 貴子,豊間 貴子,na,na,na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,"['病院との連携', '診療所との連携']",1|1|0,na,na,2|2|0,na,na,na,67
医療法人社団島新会しまぶくろデンタルクリニック,水戸市堀町字堂地内４８１番地６,na,na,2023年3月23日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003219,医療法人,医療法人社団島新会,島袋鎮太郎,['歯科領域の一次診療'],na,na,na,"['院内処方', '施設内における全面禁煙の実施']",na,"['歯科訪問診療', '訪問歯科衛生指導']",na,2|2|-,na,na,3|1|2,na,na,na,67
ハートフル歯科クリニック,水戸市堀町１７６２－１０,na,na,2022年11月21日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003221,,,,['歯科領域の一次診療'],na,na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,na,na,-|1|1,na,na,na,na,na,na,67
守谷ファースト歯科,守谷市けやき台1-17-10,na,na,2023年3月22日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003222,個人,穐谷 太郎,穐谷 太郎,"['歯科領域の一次診療', '著しく歯科診療が困難な者（障害者等）の歯科治療']",na,na,na,"['院内処方', '施設内における全面禁煙の実施']",na,"['歯科訪問診療', '訪問歯科衛生指導', '歯科疾患在宅療養管理', '在宅患者訪問口腔リハビリテーション指導管理']","['病院との連携', '居宅介護支援事業所との連携']",2|1|1,na,na,1|1|-,0.25,na,na,67
サンロード歯科,龍ケ崎市小通幸谷町２２８,na,na,2023年3月22日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003223,個人,中山明道,中山明道,na,na,na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,na,na,na,na,na,na,na,na,na,67
こまはね歯科クリニック,古河市駒羽根１３６５－２０,na,na,2023年3月16日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003227,個人,島村 雄彦,島村 雄彦,['歯科領域の一次診療'],na,na,na,['院内処方'],na,na,na,1|1|-,na,na,5|1|4,na,na,na,67
あだち歯科,取手市毛有３６１－４,na,na,2023年3月15日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003228,個人,安達真由美,安達真由美,['歯科領域の一次診療'],na,na,na,"['院内処方', '院外処方']",na,na,na,1|1|-,na,na,1|-|1,20,na,na,68
遊歯科,つくば市島名１４９－３,na,na,2019年12月31日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003230,個人,齋藤 徹,齋藤 徹,"['歯科領域の一次診療', '著しく歯科診療が困難な者（障害者等）の歯科治療', '摂食機能障害の治療']",['埋伏歯抜歯'],na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,"['歯科訪問診療', '訪問歯科衛生指導', '歯科疾患在宅療養管理', '在宅患者訪問口腔リハビリテーション指導管理']",na,1|1|-,na,na,1|1|-,25,na,na,68
山王歯科,桜川市高森１０２７,na,na,2023年3月24日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003231,医療法人,医療法人 隆仁会,中川 昌基,na,"['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,"['病院との連携', '診療所との連携', '薬局との連携']",4|1|3,na,na,8|6|2,40,na,na,68
笠間さくら歯科,笠間市鯉淵字十ノ割6269番12,na,na,2023年3月30日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003232,個人,今井加奈子,今井加奈子,"['歯科領域の一次診療', '成人の歯科矯正治療', '著しく歯科診療が困難な者（障害者等）の歯科治療']",na,na,na,"['院内処方', '院外処方', '視覚障害者への配慮（音声による情報の伝達）', '聴覚障害者への配慮（施設内の情報の表示）', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,2|2|-,na,na,4|2|2,40,na,na,68
医療法人社団GOTOH会 後藤歯科口腔外科クリニック,つくば市みどりの東２１－１０,na,na,2023年3月23日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003234,医療法人,医療法人社団GOTOH会,後藤 卓也,['歯科領域の一次診療'],"['埋伏歯抜歯', '顎関節症治療', '口唇、舌若しくは口腔粘膜の炎症、外傷又は腫瘍の治療', '口腔領域の腫瘍の治療']",na,na,"['院内処方', '院外処方', '施設内における全面禁煙の実施']",na,na,na,3|2|1,na,na,3|2|1,43,na,na,68
Kデンタルクリニック,ひたちなか市堀口７２３番地の１６,na,na,2023年3月13日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003235,医療法人,医療法人社団 清心会,勝瀬 泰淳,['歯科領域の一次診療'],['埋伏歯抜歯'],na,na,"['院内処方', '院外処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '施設内における全面禁煙の実施']",na,na,na,1|1|-,na,na,3|2|1,29,na,na,68
学園の森一丁目歯科,つくば市学園の森１丁目１２－１２,na,na,2023年5月24日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003236,個人,八巻潤,八巻潤,na,na,na,na,"['院内処方', '院外処方', '施設内における全面禁煙の実施']",na,na,na,na,na,na,na,na,na,na,68
絹の台歯科クリニック,つくばみらい市絹の台1-10-17,na,na,2023年3月24日,https://www.ibaraki-medinfo.jp/details/BaseInfo/sb/3080003237,個人,鶴見徹,,"['歯科領域の一次診療', '成人の歯科矯正治療']","['埋伏歯抜歯', '顎関節症治療']",na,na,"['院内処方', '車椅子利用者への配慮（施設内のバリアフリー化の実施）', '車椅子対応トイレ', '施設内における全面禁煙の実施']",na,na,na,4|3|1,na,na,9|8|1,72,na,na,68
